symbol,yahoo_symbol,company_name,isin,isin_valid,segment,exchange,listing_series,current_series,surveillance_band,surveillance_remarks,listing_date,face_value,paidup_value,market_lot,etf_underlying,previous_symbol,symbol_change_date,previous_company_name,name_change_date,nifty_industry,in_nifty50,in_nifty_next50,in_nifty100,in_nifty200,in_nifty500,data_sources,pipeline_run_at
DIXON,DIXON.NS,Dixon Technologies (India) Limited,INE935N01020,True,EQUITY,NSE,EQ,EQ,No Band,-,2017-09-18,2.0,2.0,1.0,,,,,,Consumer Durables,False,False,False,True,True,EQUITY_L;sec_list;nifty200;nifty500,2026-07-06T15:21:16+00:00
DJML,DJML.NS,DJ Mediaprint & Logistics Limited,INE0B1K01014,True,EQUITY,NSE,EQ,EQ,10,-,2022-12-05,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DLF,DLF.NS,DLF Limited,INE271C01023,True,EQUITY,NSE,EQ,EQ,No Band,-,2007-07-05,2.0,2.0,1.0,,,,,,Realty,False,True,True,True,True,EQUITY_L;sec_list;nifty_next50;nifty100;nifty200;nifty500,2026-07-06T15:21:16+00:00
DLINKINDIA,DLINKINDIA.NS,D-Link (India) Limited,INE250K01012,True,EQUITY,NSE,EQ,EQ,20,-,2009-12-18,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DMART,DMART.NS,Avenue Supermarts Limited,INE192R01011,True,EQUITY,NSE,EQ,EQ,No Band,-,2017-03-21,10.0,10.0,1.0,,,,,,Consumer Services,False,True,True,True,True,EQUITY_L;sec_list;nifty_next50;nifty100;nifty200;nifty500,2026-07-06T15:21:16+00:00
DMCC,DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED,INE505A01010,True,EQUITY,NSE,EQ,EQ,20,-,2021-12-01,10.0,10.0,1.0,,DHARAMSI,2022-11-02,The Dharamsi Morarji Chemical Company Limited,2022-11-02,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
DNAMEDIA,DNAMEDIA.NS,Diligent Media Corporation Limited,INE016M01021,True,EQUITY,NSE,EQ,EQ,20,GSM STAGE - 0,2017-12-11,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DODLA,DODLA.NS,Dodla Dairy Limited,INE021O01019,True,EQUITY,NSE,EQ,EQ,20,-,2021-06-28,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DOLATALGO,DOLATALGO.NS,Dolat Algotech Limited,INE966A01022,True,EQUITY,NSE,EQ,EQ,20,-,2024-01-12,1.0,1.0,1.0,,DOLAT,2021-12-20,Dolat Investments Limited,2021-12-20,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
DOLLAR,DOLLAR.NS,Dollar Industries Limited,INE325C01035,True,EQUITY,NSE,EQ,EQ,20,-,2017-04-21,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DOLPHIN,DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,INE920A01037,True,EQUITY,NSE,EQ,EQ,20,-,2023-08-21,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DOMS,DOMS.NS,DOMS Industries Limited,INE321T01012,True,EQUITY,NSE,EQ,EQ,20,-,2023-12-20,10.0,10.0,1.0,,,,,,Fast Moving Consumer Goods,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
DONEAR,DONEAR.NS,Donear Industries Limited,INE668D01028,True,EQUITY,NSE,EQ,EQ,20,-,2006-12-20,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DPABHUSHAN,DPABHUSHAN.NS,D. P. Abhushan Limited,INE266Y01019,True,EQUITY,NSE,EQ,EQ,20,-,2020-11-03,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DPSCLTD,DPSCLTD.NS,DPSC Limited,INE360C01024,True,EQUITY,NSE,BE,BE,5,-,2008-04-21,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DPWIRES,DPWIRES.NS,D P Wires Limited,INE864X01013,True,EQUITY,NSE,BE,BE,5,-,2020-01-17,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DRAGARWQ,DRAGARWQ.NS,Dr Agarwals Eye Hospital Limited,INE934C01018,True,EQUITY,NSE,EQ,EQ,20,-,2026-04-20,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DRCSYSTEMS,DRCSYSTEMS.NS,DRC Systems India Limited,INE03RS01027,True,EQUITY,NSE,EQ,EQ,20,-,2021-03-10,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DREAMFOLKS,DREAMFOLKS.NS,Dreamfolks Services Limited,INE0JS101016,True,EQUITY,NSE,EQ,EQ,20,-,2022-09-06,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DREDGECORP,DREDGECORP.NS,Dredging Corporation of India Limited,INE506A01018,True,EQUITY,NSE,EQ,EQ,20,-,2004-01-15,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DRREDDY,DRREDDY.NS,Dr. Reddy's Laboratories Limited,INE089A01031,True,EQUITY,NSE,EQ,EQ,No Band,-,2003-05-30,1.0,1.0,1.0,,,,,,Healthcare,True,False,True,True,True,EQUITY_L;sec_list;nifty50;nifty100;nifty200;nifty500,2026-07-06T15:21:16+00:00
DSFCL,DSFCL.NS,DCM Shriram Fine Chemicals Limited,INE0OFM01015,True,EQUITY,NSE,BE,BE,5,-,2026-02-17,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DSSL,DSSL.NS,Dynacons Systems & Solutions Limited,INE417B01040,True,EQUITY,NSE,EQ,EQ,5,-,2011-12-01,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DTIL,DTIL.NS,Dhunseri Tea & Industries Limited,INE341R01014,True,EQUITY,NSE,EQ,EQ,20,-,2015-01-20,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DUCON,DUCON.NS,Ducon Infratechnologies Limited,INE741L01018,True,EQUITY,NSE,BE,BE,5,-,2012-10-09,1.0,1.0,1.0,,DYNATECH,2016-05-11,Dynacons Technologies Limited,2016-05-11,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
DVL,DVL.NS,Dhunseri Ventures Limited,INE477B01010,True,EQUITY,NSE,EQ,EQ,20,-,2008-01-11,10.0,10.0,1.0,,DPL,2019-01-02,Dhunseri Petrochem Limited,2019-01-02,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
DWARKESH,DWARKESH.NS,Dwarikesh Sugar Industries Limited,INE366A01041,True,EQUITY,NSE,EQ,EQ,20,-,2004-12-31,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DYCL,DYCL.NS,Dynamic Cables Limited,INE600Y01019,True,EQUITY,NSE,EQ,EQ,20,-,2022-07-27,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DYNAMATECH,DYNAMATECH.NS,Dynamatic Technologies Limited,INE221B01012,True,EQUITY,NSE,EQ,EQ,20,-,2006-09-14,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
DYNPRO,DYNPRO.NS,Dynemic Products Limited,INE256H01015,True,EQUITY,NSE,EQ,EQ,20,-,2017-07-19,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
E2E,E2E.NS,E2E Networks Limited,INE255Z01027,True,EQUITY,NSE,EQ,EQ,5,-,2022-04-12,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EASEMYTRIP,EASEMYTRIP.NS,Easy Trip Planners Limited,INE07O001026,True,EQUITY,NSE,EQ,EQ,20,-,2021-03-19,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EASTSILK,EASTSILK.NS,Eastern Silk Industries Limited,INE962C01035,True,EQUITY,NSE,BE,BE,5,-,1996-07-03,2.0,2.0,1.0,,,,ESI Limited,2006-07-07,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
EBANKNIFTY,EBANKNIFTY.NS,EDELAMC - EBANKNIFTY,INF754K01TE4,True,ETF,NSE,,EQ,20,-,2024-09-16,10.0,,1.0,Edelweiss Nifty Bank ETF,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
EBBETF0430,EBBETF0430.NS,EDELAMC-EBBETF0430,INF754K01KO2,True,ETF,NSE,,EQ,20,-,2020-01-02,1000.0,,1.0,NiftyBHARATBond,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
EBBETF0431,EBBETF0431.NS,EDELAMC-EBBETF0431,INF754K01LE1,True,ETF,NSE,,EQ,20,-,2020-07-29,1000.0,,1.0,NiftyBHARATBondIndex April2031,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
EBBETF0433,EBBETF0433.NS,EDELAMC-EBBETF0433,INF754K01QX0,True,ETF,NSE,,EQ,20,-,2022-12-16,1000.0,,1.0,BHARATBondETF-April2033,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
EBGNG,EBGNG.NS,GNG Electronics Limited,INE18JU01028,True,EQUITY,NSE,EQ,EQ,5,-,2025-07-30,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ECAPINSURE,ECAPINSURE.NS,EDELAMC - ECAPINSURE,INF754K01TX4,True,ETF,NSE,,EQ,20,-,2025-01-06,10.0,,1.0,Edelweiss BSE Capital Markets & Insurance ETF,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
ECLERX,ECLERX.NS,eClerx Services Limited,INE738I01010,True,EQUITY,NSE,EQ,EQ,20,-,2007-12-31,10.0,10.0,1.0,,,,,,Services,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
ECOSMOBLTY,ECOSMOBLTY.NS,Ecos (India) Mobility & Hospitality Limited,INE06HJ01020,True,EQUITY,NSE,BE,BE,5,-,2024-09-04,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EDELWEISS,EDELWEISS.NS,Edelweiss Financial Services Limited,INE532F01054,True,EQUITY,NSE,EQ,EQ,20,-,2007-12-12,1.0,1.0,1.0,,,,Edelweiss Capital Limited,2011-08-10,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
EDUCOMP,EDUCOMP.NS,Educomp Solutions Limited,INE216H01027,True,EQUITY,NSE,BZ,,,,2006-01-13,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L,2026-07-06T15:21:16+00:00
EFCIL,EFCIL.NS,EFC (I) Limited,INE886D01026,True,EQUITY,NSE,EQ,EQ,20,-,2025-08-20,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EGOLD,EGOLD.NS,EDELAMC-EGOLD,INF754K01SE6,True,ETF,NSE,,EQ,20,-,2023-11-10,10.0,,1.0,EdelweissGoldETF,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
EICHERMOT,EICHERMOT.NS,Eicher Motors Limited,INE066A01021,True,EQUITY,NSE,EQ,EQ,No Band,-,2004-09-07,1.0,1.0,1.0,,,,,,Automobile and Auto Components,True,False,True,True,True,EQUITY_L;sec_list;nifty50;nifty100;nifty200;nifty500,2026-07-06T15:21:16+00:00
EIDPARRY,EIDPARRY.NS,EID Parry India Limited,INE126A01031,True,EQUITY,NSE,EQ,EQ,20,-,1995-05-10,1.0,1.0,1.0,,,,,,Fast Moving Consumer Goods,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
EIEL,EIEL.NS,Enviro Infra Engineers Limited,INE0LLY01014,True,EQUITY,NSE,EQ,EQ,20,-,2024-11-29,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EIFFL,EIFFL.NS,Euro India Fresh Foods Limited,INE546V01010,True,EQUITY,NSE,BE,BE,5,-,2021-10-12,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EIHAHOTELS,EIHAHOTELS.NS,EIH Associated Hotels Limited,INE276C01014,True,EQUITY,NSE,EQ,EQ,20,-,2008-04-08,10.0,10.0,1.0,,OBERHOTEL,2008-04-08,Oberoi Associated Hotels Ltd,1997-07-09,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
EIHOTEL,EIHOTEL.NS,EIH Limited,INE230A01023,True,EQUITY,NSE,EQ,EQ,20,-,1995-02-08,2.0,2.0,1.0,,,,East India Hotels Ltd,1996-11-20,Consumer Services,False,False,False,False,True,EQUITY_L;sec_list;namechange;nifty500,2026-07-06T15:21:16+00:00
EIMCOELECO,EIMCOELECO.NS,Eimco Elecon (India) Limited,INE158B01016,True,EQUITY,NSE,EQ,EQ,20,-,1996-04-17,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EKC,EKC.NS,Everest Kanto Cylinder Limited,INE184H01027,True,EQUITY,NSE,EQ,EQ,20,-,2005-12-15,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ELANTAS,ELANTAS.NS,Elantas Beck India Limited,INE280B01018,True,EQUITY,NSE,EQ,EQ,20,-,2026-04-20,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ELCIDIN,ELCIDIN.NS,EL CID Investments Limited,INE927X01018,True,EQUITY,NSE,EQ,EQ,20,-,2026-04-20,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ELDEHSG,ELDEHSG.NS,Eldeco Housing And Industries Limited,INE668G01021,True,EQUITY,NSE,EQ,EQ,20,-,2022-04-12,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ELECON,ELECON.NS,Elecon Engineering Company Limited,INE205B01031,True,EQUITY,NSE,EQ,EQ,20,-,2006-09-29,1.0,1.0,1.0,,ELECONENGG,2006-09-29,,,Capital Goods,False,False,False,False,True,EQUITY_L;sec_list;symbolchange;nifty500,2026-07-06T15:21:16+00:00
ELECTCAST,ELECTCAST.NS,Electrosteel Castings Limited,INE086A01029,True,EQUITY,NSE,EQ,EQ,20,-,2003-06-20,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ELECTHERM,ELECTHERM.NS,Electrotherm (India) Limited,INE822G01016,True,EQUITY,NSE,EQ,EQ,10,-,2007-08-20,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ELGIEQUIP,ELGIEQUIP.NS,Elgi Equipments Limited,INE285A01027,True,EQUITY,NSE,EQ,EQ,20,-,1995-11-22,1.0,1.0,1.0,,,,,,Capital Goods,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
ELGIRUBCO,ELGIRUBCO.NS,Elgi Rubber Company Limited,INE819L01012,True,EQUITY,NSE,EQ,EQ,20,-,2011-08-10,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ELIN,ELIN.NS,Elin Electronics Limited,INE050401020,True,EQUITY,NSE,EQ,EQ,20,-,2022-12-30,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ELIQUID,ELIQUID.NS,EDELAMC - ELIQUID,INF754K01VW2,True,ETF,NSE,,EQ,5,-,2025-10-10,1000.0,,1.0,Nifty 1D Rate Index (Debt Index),,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
ELITECON,ELITECON.NS,Elitecon International Limited,INE669R01026,True,EQUITY,NSE,EQ,EQ,20,-,2026-04-20,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ELLEN,ELLEN.NS,Ellenbarrie Industrial Gases Limited,INE236E01022,True,EQUITY,NSE,EQ,EQ,10,-,2025-07-01,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ELM250,ELM250.NS,EDELAMC - ELM250,INF754K01VV4,True,ETF,NSE,,EQ,20,-,2025-09-09,10.0,,1.0,Nifty LargeMidcap 250 TRI,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
ELPROINTL,ELPROINTL.NS,Elpro International Limited,INE579B01039,True,EQUITY,NSE,EQ,EQ,10,-,2026-04-20,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EMAMILTD,EMAMILTD.NS,Emami Limited,INE548C01032,True,EQUITY,NSE,EQ,EQ,20,-,2006-08-03,1.0,1.0,1.0,,,,,,Fast Moving Consumer Goods,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
EMAMIPAP,EMAMIPAP.NS,Emami Paper Mills Limited,INE830C01026,True,EQUITY,NSE,EQ,EQ,20,-,2019-05-30,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EMAMIREAL,EMAMIREAL.NS,Emami Realty Limited,INE778K01012,True,EQUITY,NSE,BE,BE,5,GSM STAGE - 0,2010-07-28,2.0,2.0,1.0,,EMAMIINFRA,2018-11-15,Emami Infrastructure Limited,2018-11-15,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
EMBDL,EMBDL.NS,Embassy Developments Limited,INE069I01010,True,EQUITY,NSE,EQ,EQ,10,-,2007-03-23,2.0,2.0,1.0,,IBREALEST,2024-07-08,Equinox India Developments Limited,2025-03-05,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
EMCURE,EMCURE.NS,Emcure Pharmaceuticals Limited,INE168P01015,True,EQUITY,NSE,EQ,EQ,10,-,2024-07-10,10.0,10.0,1.0,,,,,,Healthcare,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
EMIL,EMIL.NS,Electronics Mart India Limited,INE02YR01019,True,EQUITY,NSE,EQ,EQ,20,-,2022-10-17,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EMKAY,EMKAY.NS,Emkay Global Financial Services Limited,INE296H01011,True,EQUITY,NSE,EQ,EQ,20,-,2006-04-28,10.0,10.0,1.0,,,,Emkay Share and Stock Brokers Limited,2008-07-29,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
EMMBI,EMMBI.NS,Emmbi Industries Limited,INE753K01015,True,EQUITY,NSE,BE,BE,5,-,2010-02-24,10.0,10.0,1.0,,,,Emmbi Polyarns Limited,2013-08-28,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
EMMVEE,EMMVEE.NS,Emmvee Photovoltaic Power Limited,INE1C6T01020,True,EQUITY,NSE,EQ,EQ,10,-,2025-11-18,2.0,2.0,1.0,,,,,,Capital Goods,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
EMPOWER,EMPOWER.NS,Empower India Limited,INE507F01023,True,EQUITY,NSE,BE,BE,5,-,2026-04-20,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EMSLIMITED,EMSLIMITED.NS,EMS Limited,INE0OV601013,True,EQUITY,NSE,EQ,EQ,10,-,2023-09-21,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EMUDHRA,EMUDHRA.NS,eMudhra Limited,INE01QM01018,True,EQUITY,NSE,EQ,EQ,20,-,2022-06-01,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EMULTIMQ,EMULTIMQ.NS,EDELAMC - EMULTIMQ,INF754K01TF1,True,ETF,NSE,,EQ,20,-,2024-11-07,10.0,,1.0,Nifty500 Multicap Momentum Quality 50 Total Return Index,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
ENDURANCE,ENDURANCE.NS,Endurance Technologies Limited,INE913H01037,True,EQUITY,NSE,EQ,EQ,20,-,2016-10-19,10.0,10.0,1.0,,,,,,Automobile and Auto Components,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
ENERGY,ENERGY.NS,MIRAEAMC - ENERGY,INF769K01PR2,True,ETF,NSE,,EQ,20,-,2025-11-13,10.0,,1.0,Nifty Energy,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
ENERGYDEV,ENERGYDEV.NS,Energy Development Company Limited,INE306C01019,True,EQUITY,NSE,EQ,EQ,20,-,2007-11-02,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ENEXT50,ENEXT50.NS,EDELAMC - ENEXT50,INF754K01XF3,True,ETF,NSE,,EQ,20,-,2026-05-25,10.0,,1.0,Nifty Next 50 Total Return Index,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
ENGINERSIN,ENGINERSIN.NS,Engineers India Limited,INE510A01028,True,EQUITY,NSE,EQ,EQ,20,-,1997-08-20,5.0,5.0,1.0,,,,,,Construction,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
ENIFTY,ENIFTY.NS,EDELAMC - ENIFTY,INF754K01VX0,True,ETF,NSE,,EQ,20,-,2025-11-27,10.0,,1.0,Nifty 50 TRI,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
ENIL,ENIL.NS,Entertainment Network (India) Limited,INE265F01028,True,EQUITY,NSE,EQ,EQ,20,-,2006-02-15,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ENRIN,ENRIN.NS,Siemens Energy India Limited,INE1NPP01017,True,EQUITY,NSE,EQ,EQ,20,-,2025-06-19,2.0,2.0,1.0,,,,,,Capital Goods,False,True,True,True,True,EQUITY_L;sec_list;nifty_next50;nifty100;nifty200;nifty500,2026-07-06T15:21:16+00:00
ENTERO,ENTERO.NS,Entero Healthcare Solutions Limited,INE010601016,True,EQUITY,NSE,EQ,EQ,20,-,2024-02-16,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EPACK,EPACK.NS,EPACK Durable Limited,INE0G5901015,True,EQUITY,NSE,EQ,EQ,20,-,2024-01-30,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EPACKPEB,EPACKPEB.NS,EPack Prefab Technologies Limited,INE0MLS01022,True,EQUITY,NSE,EQ,EQ,20,-,2025-10-01,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
EPIGRAL,EPIGRAL.NS,Epigral Limited,INE071N01016,True,EQUITY,NSE,EQ,EQ,20,-,2021-08-18,10.0,10.0,1.0,,MFL,2023-09-11,Meghmani Finechem Limited,2023-09-11,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
EPL,EPL.NS,EPL Limited,INE255A01020,True,EQUITY,NSE,EQ,EQ,20,-,2002-02-11,2.0,2.0,1.0,,ESSELPACK,2020-10-19,Essel Propack Limited,2020-10-19,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
EQUAL200,EQUAL200.NS,MIRAEAMC - EQUAL200,INF769K01OA1,True,ETF,NSE,,EQ,20,-,2025-03-17,10.0,,1.0,BSE 200 Equal Weight,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
EQUAL50,EQUAL50.NS,MIRAEAMC - EQUAL50,INF769K01OO2,True,ETF,NSE,,EQ,20,-,2025-05-15,10.0,,1.0,Nifty50 Equal Weight,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
EQUAL50ADD,EQUAL50ADD.NS,DSPAMC-DSPNEWETF,INF740KA1QK2,True,ETF,NSE,,EQ,20,-,2021-11-12,10.0,,1.0,NIFTY50EqualWeightIndex,DSPNEWETF,2024-02-15,,,,False,False,False,False,False,eq_etfseclist;sec_list;symbolchange,2026-07-06T15:21:16+00:00
EQUIPPP,EQUIPPP.NS,Equippp Social Impact Technologies Limited,INE217G01035,True,EQUITY,NSE,BE,BE,5,GSM STAGE - 0,2021-05-19,1.0,1.0,1.0,,PROINDIA,2021-11-30,Proseed India Limited,2021-11-30,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
EQUITASBNK,EQUITASBNK.NS,Equitas Small Finance Bank Limited,INE063P01018,True,EQUITY,NSE,EQ,EQ,20,-,2020-11-02,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ERIS,ERIS.NS,Eris Lifesciences Limited,INE406M01024,True,EQUITY,NSE,EQ,EQ,20,-,2017-06-29,1.0,1.0,1.0,,,,,,Healthcare,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
ESABINDIA,ESABINDIA.NS,Esab India Limited,INE284A01012,True,EQUITY,NSE,EQ,EQ,20,-,1995-11-01,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ESAFSFB,ESAFSFB.NS,ESAF Small Finance Bank Limited,INE818W01011,True,EQUITY,NSE,EQ,EQ,20,-,2023-11-10,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
