symbol,yahoo_symbol,company_name,isin,isin_valid,segment,exchange,listing_series,current_series,surveillance_band,surveillance_remarks,listing_date,face_value,paidup_value,market_lot,etf_underlying,previous_symbol,symbol_change_date,previous_company_name,name_change_date,nifty_industry,in_nifty50,in_nifty_next50,in_nifty100,in_nifty200,in_nifty500,data_sources,pipeline_run_at
AIIL,AIIL.NS,Authum Investment & Infrastructure Limited,INE206F01022,True,EQUITY,NSE,EQ,EQ,20,-,2024-04-23,1.0,1.0,1.0,,,,,,Financial Services,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
AIRAN,AIRAN.NS,Airan Limited,INE645W01026,True,EQUITY,NSE,EQ,EQ,20,-,2019-05-03,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AIROLAM,AIROLAM.NS,Airo Lam limited,INE801L01010,True,EQUITY,NSE,EQ,EQ,20,-,2021-10-13,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AJANTPHARM,AJANTPHARM.NS,Ajanta Pharma Limited,INE031B01049,True,EQUITY,NSE,EQ,EQ,20,-,2000-05-29,2.0,2.0,1.0,,,,,,Healthcare,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
AJAXENGG,AJAXENGG.NS,Ajax Engineering Limited,INE274Y01021,True,EQUITY,NSE,EQ,EQ,10,-,2025-02-17,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AJMERA,AJMERA.NS,Ajmera Realty & Infra India Limited,INE298G01035,True,EQUITY,NSE,EQ,EQ,20,-,2009-06-16,2.0,2.0,1.0,,SHREE,2009-06-23,Shree Precoated Steels Limited,2009-06-23,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
AJOONI,AJOONI.NS,Ajooni Biotech Limited,INE820Y01021,True,EQUITY,NSE,EQ,EQ,20,-,2021-05-07,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AKASH,AKASH.NS,Akash Infra-Projects Limited,INE737W01013,True,EQUITY,NSE,EQ,EQ,20,-,2019-10-11,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AKCAPIT,AKCAPIT.NS,AK Capital Services Limited,INE701G01012,True,EQUITY,NSE,EQ,EQ,20,-,2026-04-20,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AKG,AKG.NS,Akg Exim Limited,INE00Y801016,True,EQUITY,NSE,EQ,EQ,20,-,2021-02-16,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AKI,AKI.NS,AKI India Limited,INE642Z01026,True,EQUITY,NSE,EQ,EQ,20,-,2023-04-06,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AKSHAR,AKSHAR.NS,Akshar Spintex Limited,INE256Z01025,True,EQUITY,NSE,EQ,EQ,20,-,2022-05-23,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AKSHARCHEM,AKSHARCHEM.NS,AksharChem India Limited,INE542B01011,True,EQUITY,NSE,BE,BE,5,-,2017-03-28,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AKSHOPTFBR,AKSHOPTFBR.NS,Aksh Optifibre Limited,INE523B01011,True,EQUITY,NSE,BE,BE,2,-,2000-08-18,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AKUMS,AKUMS.NS,Akums Drugs and Pharmaceuticals Limited,INE09XN01023,True,EQUITY,NSE,EQ,EQ,10,-,2024-08-06,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ALANKIT,ALANKIT.NS,Alankit Limited,INE914E01040,True,EQUITY,NSE,EQ,EQ,20,-,2015-06-30,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ALBERTDAVD,ALBERTDAVD.NS,Albert David Limited,INE155C01010,True,EQUITY,NSE,EQ,EQ,20,-,2016-06-14,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ALEMBICLTD,ALEMBICLTD.NS,Alembic Limited,INE426A01027,True,EQUITY,NSE,EQ,EQ,20,-,1999-09-22,2.0,2.0,1.0,,ALMBICHEM,1999-09-22,Alembic Chemical Works Co. Ltd,1999-09-22,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ALGOQUANT,ALGOQUANT.NS,Algoquant Fintech Limited,INE598D01035,True,EQUITY,NSE,EQ,EQ,20,-,2026-01-06,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ALICON,ALICON.NS,Alicon Castalloy Limited,INE062D01024,True,EQUITY,NSE,EQ,EQ,20,-,2006-09-29,5.0,5.0,1.0,,ENKEI,2011-03-04,Enkei Castalloy Limited,2011-03-04,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ALIVUS,ALIVUS.NS,Alivus Life Sciences Limited,INE03Q201024,True,EQUITY,NSE,EQ,EQ,20,-,2021-08-06,2.0,2.0,1.0,,GLS,2025-01-20,Glenmark Life Sciences Limited,2025-01-20,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ALKALI,ALKALI.NS,Alkali Metals Limited,INE773I01017,True,EQUITY,NSE,BE,BE,5,-,2008-11-06,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ALKEM,ALKEM.NS,Alkem Laboratories Limited,INE540L01014,True,EQUITY,NSE,EQ,EQ,No Band,-,2015-12-23,2.0,2.0,1.0,,,,,,Healthcare,False,False,False,True,True,EQUITY_L;sec_list;nifty200;nifty500,2026-07-06T15:21:16+00:00
ALKYLAMINE,ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,INE150B01039,True,EQUITY,NSE,EQ,EQ,20,-,2007-11-26,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ALLCARGO,ALLCARGO.NS,Allcargo Logistics Limited,INE418H01029,True,EQUITY,NSE,EQ,EQ,20,-,2006-06-23,2.0,2.0,1.0,,,,Allcargo Global Logistics Limited,2011-09-20,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
ALLDIGI,ALLDIGI.NS,Alldigi Tech Limited,INE835G01018,True,EQUITY,NSE,EQ,EQ,20,-,2005-05-09,10.0,10.0,1.0,,ALLSEC,2024-09-27,Allsec Technologies Limited,2024-09-27,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ALLTIME,ALLTIME.NS,All Time Plastics Limited,INE0GV601021,True,EQUITY,NSE,EQ,EQ,20,-,2025-08-14,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ALMONDZ,ALMONDZ.NS,Almondz Global Securities Limited,INE326B01035,True,EQUITY,NSE,EQ,EQ,20,-,2008-06-16,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ALOKINDS,ALOKINDS.NS,Alok Industries Limited,INE270A01029,True,EQUITY,NSE,EQ,EQ,20,-,2020-02-19,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ALPA,ALPA.NS,Alpa Laboratories Limited,INE385I01010,True,EQUITY,NSE,EQ,EQ,20,-,2007-08-06,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ALPHA,ALPHA.NS,KOTAKMAMC-KOTAKALPHA,INF174KA1IA5,True,ETF,NSE,,EQ,20,-,2021-12-29,10.0,,1.0,NIFTYAlpha50Index,KOTAKALPHA,2024-03-20,,,,False,False,False,False,False,eq_etfseclist;sec_list;symbolchange,2026-07-06T15:21:16+00:00
ALPHAETF,ALPHAETF.NS,MIRAEAMC-ALPHAETF,INF769K01KU7,True,ETF,NSE,,EQ,20,-,2023-10-27,10.0,,1.0,MiraeAssetNifty200Alpha30ETF,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
ALPHAGEO,ALPHAGEO.NS,Alphageo (India) Limited,INE137C01018,True,EQUITY,NSE,EQ,EQ,20,-,2007-05-11,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ALPL30IETF,ALPL30IETF.NS,ICICIPRAMC-ICICIALPLV,INF109KC17V7,True,ETF,NSE,,EQ,20,-,2020-08-18,10.0,,1.0,NiftyAlphaLow-Volatility30Index,ICICIALPLV,2023-12-20,ICICI Prudential Mutual Fund -ICICI Prudential Alpha Low Vol 30 ETF,2022-07-01,,False,False,False,False,False,eq_etfseclist;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
AMAGI,AMAGI.NS,Amagi Media Labs Limited,INE121R01077,True,EQUITY,NSE,EQ,EQ,20,-,2026-01-21,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AMANTA,AMANTA.NS,Amanta Healthcare Limited,INE084K01015,True,EQUITY,NSE,BE,BE,5,-,2025-09-09,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AMBALALSA,AMBALALSA.NS,Ambalal Sarabhai Enterprises Limited,INE432A01017,True,EQUITY,NSE,EQ,EQ,20,-,2026-04-20,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AMBER,AMBER.NS,Amber Enterprises India Limited,INE371P01015,True,EQUITY,NSE,EQ,EQ,No Band,-,2018-01-30,10.0,10.0,1.0,,,,,,Consumer Durables,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
AMBICAAGAR,AMBICAAGAR.NS,Ambica Agarbathies & Aroma industries Limited,INE792B01012,True,EQUITY,NSE,EQ,EQ,20,-,2004-06-29,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AMBIKCO,AMBIKCO.NS,Ambika Cotton Mills Limited,INE540G01014,True,EQUITY,NSE,EQ,EQ,20,-,2008-01-29,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AMBUJACEM,AMBUJACEM.NS,Ambuja Cements Limited,INE079A01024,True,EQUITY,NSE,EQ,EQ,No Band,-,1998-02-18,2.0,2.0,1.0,,GUJAMBCEM,2007-07-24,Gujarat Ambuja Cement Ltd,2007-07-24,Construction Materials,False,True,True,True,True,EQUITY_L;sec_list;symbolchange;namechange;nifty_next50;nifty100;nifty200;nifty500,2026-07-06T15:21:16+00:00
AMDIND,AMDIND.NS,AMD Industries Limited,INE005I01014,True,EQUITY,NSE,EQ,EQ,20,-,2007-03-19,10.0,10.0,1.0,,AMDMET,2008-02-25,AMD Metplast Limited,2008-02-25,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
AMIRCHAND,AMIRCHAND.NS,Amir Chand Jagdish Kumar (Exports) Limited,INE05TO01019,True,EQUITY,NSE,EQ,EQ,5,-,2026-04-02,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AMJLAND,AMJLAND.NS,Amj Land Holdings Limited,INE606A01024,True,EQUITY,NSE,EQ,EQ,20,-,1995-02-08,2.0,2.0,1.0,,PDUMJEPULP,2018-01-19,Pudumjee Pulp & Paper Mills Limited,2018-01-19,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
AMNPLST,AMNPLST.NS,Amines & Plasticizers Limited,INE275D01022,True,EQUITY,NSE,EQ,EQ,20,-,2023-11-10,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AMRUTANJAN,AMRUTANJAN.NS,Amrutanjan Health Care Limited,INE098F01031,True,EQUITY,NSE,EQ,EQ,20,-,2015-01-02,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ANANDRATHI,ANANDRATHI.NS,Anand Rathi Wealth Limited,INE463V01026,True,EQUITY,NSE,EQ,EQ,20,-,2021-12-14,5.0,5.0,1.0,,,,,,Financial Services,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
ANANTRAJ,ANANTRAJ.NS,Anant Raj Limited,INE242C01024,True,EQUITY,NSE,EQ,EQ,20,-,2006-09-27,2.0,2.0,1.0,,,,Anant Raj Industries Limited,2012-12-12,Realty,False,False,False,False,True,EQUITY_L;sec_list;namechange;nifty500,2026-07-06T15:21:16+00:00
ANDHRAPAP,ANDHRAPAP.NS,ANDHRA PAPER LIMITED,INE435A01051,True,EQUITY,NSE,EQ,EQ,20,-,2004-05-13,2.0,2.0,1.0,,ANDPAPER,2020-03-05,International Paper APPM Limited,2020-01-22,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ANDHRSUGAR,ANDHRSUGAR.NS,The Andhra Sugars Limited,INE715B01021,True,EQUITY,NSE,EQ,EQ,20,-,1995-11-01,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ANGELONE,ANGELONE.NS,Angel One Limited,INE732I01021,True,EQUITY,NSE,EQ,EQ,No Band,-,2020-10-05,1.0,1.0,1.0,,ANGELBRKG,2021-11-11,Angel Broking Limited,2021-11-11,Financial Services,False,False,False,False,True,EQUITY_L;sec_list;symbolchange;namechange;nifty500,2026-07-06T15:21:16+00:00
ANIKINDS,ANIKINDS.NS,Anik Industries Limited,INE087B01017,True,EQUITY,NSE,BE,BE,5,-,2008-05-21,10.0,10.0,1.0,,MPGLYCEM,2008-05-21,Madhya Pradesh Glychem Industries Ltd.,2008-05-21,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ANKITMETAL,ANKITMETAL.NS,Ankit Metal & Power Limited,INE106I01010,True,EQUITY,NSE,BZ,BZ,5,GSM STAGE - 0,2013-03-14,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ANMOL,ANMOL.NS,Anmol India Limited,INE02AR01019,True,EQUITY,NSE,EQ,EQ,20,-,2021-06-04,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ANSALAPI,ANSALAPI.NS,Ansal Properties & Infrastructure Limited,INE436A01026,True,EQUITY,NSE,BZ,BZ,2,GSM STAGE - II,2006-01-27,5.0,5.0,1.0,,ANSALINFRA,2010-05-14,Ansal Properties And Inds Ltd,2006-01-27,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ANTELOPUS,ANTELOPUS.NS,Antelopus Selan Energy Limited,INE818A01017,True,EQUITY,NSE,EQ,EQ,5,-,2006-09-26,10.0,10.0,1.0,,SELAN,2025-09-22,Selan Exploration Technology Limited,2025-09-22,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ANTGRAPHIC,ANTGRAPHIC.NS,Antarctica Limited,INE414B01021,True,EQUITY,NSE,EQ,EQ,20,-,1997-12-31,1.0,1.0,1.0,,,,Antarctica Graphics Ltd,1998-06-29,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
ANTHEM,ANTHEM.NS,Anthem Biosciences Limited,INE0CZ201020,True,EQUITY,NSE,EQ,EQ,20,-,2025-07-21,2.0,2.0,1.0,,,,,,Healthcare,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
ANUHPHR,ANUHPHR.NS,Anuh Pharma Limited,INE489G01022,True,EQUITY,NSE,EQ,EQ,20,-,2024-12-20,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ANUP,ANUP.NS,The Anup Engineering Limited,INE294Z01018,True,EQUITY,NSE,EQ,EQ,20,-,2019-03-01,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ANURAS,ANURAS.NS,Anupam Rasayan India Limited,INE930P01018,True,EQUITY,NSE,EQ,EQ,20,-,2021-03-24,10.0,10.0,1.0,,,,,,Chemicals,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
AONEGOLD,AONEGOLD.NS,AONEAMC - AONEGOLD,INF1J2R01114,True,ETF,NSE,,EQ,20,-,2025-09-10,10.0,,1.0,Domestic price of Gold,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
AONELIQUID,AONELIQUID.NS,AONEAMC - AONELIQUID,INF1J2R01056,True,ETF,NSE,,EQ,5,-,2025-03-28,1000.0,,1.0,Nifty 1D Rate Index,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
AONENIFTY,AONENIFTY.NS,AONEAMC - AONENIFTY,INF1J2R01064,True,ETF,NSE,,EQ,20,-,2025-05-28,10.0,,1.0,Nifty 50 Index,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
AONESILVER,AONESILVER.NS,AONEAMC - AONESILVER,INF1J2R01171,True,ETF,NSE,,EQ,20,-,2026-03-02,10.0,,1.0,Domestic price of Silver,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
AONETMMQ50,AONETMMQ50.NS,AONEAMC - AONETMMQ50,INF1J2R01148,True,ETF,NSE,,EQ,20,-,2025-11-27,10.0,,1.0,Nifty Total Market Momentum Quality 50 TRI,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
AONETOTAL,AONETOTAL.NS,AONEAMC - AONETOTAL,INF1J2R01015,True,ETF,NSE,,EQ,20,-,2025-03-05,10.0,,1.0,Nifty Total Market Index,,,,,,False,False,False,False,False,eq_etfseclist;sec_list,2026-07-06T15:21:16+00:00
APARINDS,APARINDS.NS,Apar Industries Limited,INE372A01015,True,EQUITY,NSE,EQ,EQ,20,-,2004-07-12,10.0,10.0,1.0,,,,,,Capital Goods,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
APCL,APCL.NS,Anjani Portland Cement Limited,INE071F01012,True,EQUITY,NSE,EQ,EQ,20,-,2017-04-10,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
APCOTEXIND,APCOTEXIND.NS,Apcotex Industries Limited,INE116A01032,True,EQUITY,NSE,EQ,EQ,20,-,1995-09-06,2.0,2.0,1.0,,APCOTEXLAT,2006-11-01,Apcotex Lattices Ltd,2006-11-01,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
APEX,APEX.NS,Apex Frozen Foods Limited,INE346W01013,True,EQUITY,NSE,EQ,EQ,20,-,2017-09-04,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
APLAPOLLO,APLAPOLLO.NS,APL Apollo Tubes Limited,INE702C01027,True,EQUITY,NSE,EQ,EQ,No Band,-,2011-12-14,2.0,2.0,1.0,,,,,,Capital Goods,False,False,False,True,True,EQUITY_L;sec_list;nifty200;nifty500,2026-07-06T15:21:16+00:00
APLLTD,APLLTD.NS,Alembic Pharmaceuticals Limited,INE901L01018,True,EQUITY,NSE,EQ,EQ,20,-,2011-09-20,2.0,2.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
APOLLO,APOLLO.NS,Apollo Micro Systems Limited,INE713T01028,True,EQUITY,NSE,EQ,EQ,20,-,2018-01-22,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
APOLLOHOSP,APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,INE437A01024,True,EQUITY,NSE,EQ,EQ,No Band,-,1996-01-10,5.0,5.0,1.0,,,,,,Healthcare,True,False,True,True,True,EQUITY_L;sec_list;nifty50;nifty100;nifty200;nifty500,2026-07-06T15:21:16+00:00
APOLLOPIPE,APOLLOPIPE.NS,Apollo Pipes Limited,INE126J01016,True,EQUITY,NSE,EQ,EQ,20,-,2019-11-11,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
APOLLOTYRE,APOLLOTYRE.NS,Apollo Tyres Limited,INE438A01022,True,EQUITY,NSE,EQ,EQ,20,-,1995-05-31,1.0,1.0,1.0,,,,,,Automobile and Auto Components,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
APOLSINHOT,APOLSINHOT.NS,Apollo Sindoori Hotels Limited,INE451F01024,True,EQUITY,NSE,EQ,EQ,20,-,2015-01-28,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
APTECHT,APTECHT.NS,Aptech Limited,INE266F01018,True,EQUITY,NSE,BE,BE,5,-,2002-09-27,10.0,10.0,1.0,,,,Aptech Training Limited,2003-03-17,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
APTUS,APTUS.NS,Aptus Value Housing Finance India Limited,INE852O01025,True,EQUITY,NSE,EQ,EQ,20,-,2021-08-24,2.0,2.0,1.0,,,,,,Financial Services,False,False,False,False,True,EQUITY_L;sec_list;nifty500,2026-07-06T15:21:16+00:00
AQYLON,AQYLON.NS,Aqylon Nexus Limited,INE416A01051,True,EQUITY,NSE,EQ,EQ,5,GSM STAGE - 0,2024-04-01,1.0,1.0,1.0,,SABTNL,2026-02-11,Sri Adhikari Brothers Television Network Limited,2026-02-11,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ARCHIDPLY,ARCHIDPLY.NS,Archidply Industries Limited,INE877I01016,True,EQUITY,NSE,EQ,EQ,20,-,2008-07-04,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ARCHIES,ARCHIES.NS,Archies Limited,INE731A01020,True,EQUITY,NSE,EQ,EQ,20,-,1998-09-02,2.0,2.0,1.0,,,,Archies Greetings & Gifts Ltd.,2003-04-15,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
ARE&M,ARE&M.NS,Amara Raja Energy & Mobility Limited,INE885A01032,True,EQUITY,NSE,EQ,EQ,20,-,2003-09-05,1.0,1.0,1.0,,AMARAJABAT,2023-10-27,Amara Raja Batteries Limited,2023-10-27,Automobile and Auto Components,False,False,False,False,True,EQUITY_L;sec_list;symbolchange;namechange;nifty500,2026-07-06T15:21:16+00:00
ARENTERP,ARENTERP.NS,Rajdarshan Industries Limited,INE610C01014,True,EQUITY,NSE,EQ,EQ,20,-,1995-10-18,10.0,10.0,1.0,,,,A.R.Enterprises Ltd,1997-04-15,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
ARFIN,ARFIN.NS,Arfin India Limited,INE784R01023,True,EQUITY,NSE,EQ,EQ,20,-,2025-07-22,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ARIES,ARIES.NS,Aries Agro Limited,INE298I01015,True,EQUITY,NSE,EQ,EQ,20,-,2008-01-11,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ARIHANT,ARIHANT.NS,Arihant Foundations & Housing Limited,INE413D01011,True,EQUITY,NSE,EQ,EQ,20,-,2026-04-20,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ARIHANTCAP,ARIHANTCAP.NS,Arihant Capital Markets Limited,INE420B01036,True,EQUITY,NSE,EQ,EQ,20,-,2021-06-15,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ARIHANTSUP,ARIHANTSUP.NS,Arihant Superstructures Limited,INE643K01018,True,EQUITY,NSE,EQ,EQ,20,-,2017-03-28,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ARIS,ARIS.NS,Arisinfra Solutions Limited,INE0H9P01028,True,EQUITY,NSE,EQ,EQ,20,-,2025-06-25,2.0,2.0,1.0,,ARISINFRA,2026-02-09,,,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange,2026-07-06T15:21:16+00:00
ARKADE,ARKADE.NS,Arkade Developers Limited,INE0QRL01017,True,EQUITY,NSE,EQ,EQ,20,-,2024-09-24,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ARMANFIN,ARMANFIN.NS,Arman Financial Services Limited,INE109C01017,True,EQUITY,NSE,EQ,EQ,20,-,2016-06-14,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
AROGRANITE,AROGRANITE.NS,Aro Granite Industries Limited,INE210C01013,True,EQUITY,NSE,EQ,EQ,20,-,2007-04-24,10.0,10.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ARROWGREEN,ARROWGREEN.NS,Arrow Greentech Limited,INE570D01018,True,EQUITY,NSE,BE,BE,5,-,2015-05-21,10.0,10.0,1.0,,ARROWCOAT,2016-05-11,Arrow Coated Products Limited,2016-05-11,,False,False,False,False,False,EQUITY_L;sec_list;symbolchange;namechange,2026-07-06T15:21:16+00:00
ARSHIYA,ARSHIYA.NS,Arshiya Limited,INE968D01022,True,EQUITY,NSE,BZ,BZ,5,-,2009-12-14,2.0,2.0,1.0,,,,Arshiya International Limited,2014-06-20,,False,False,False,False,False,EQUITY_L;sec_list;namechange,2026-07-06T15:21:16+00:00
ARSSBL,ARSSBL.NS,Anand Rathi Share and Stock Brokers Limited,INE549H01021,True,EQUITY,NSE,EQ,EQ,20,-,2025-09-30,5.0,5.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
ARTEMISMED,ARTEMISMED.NS,Artemis Medicare Services Limited,INE025R01021,True,EQUITY,NSE,EQ,EQ,20,-,2020-01-23,1.0,1.0,1.0,,,,,,,False,False,False,False,False,EQUITY_L;sec_list,2026-07-06T15:21:16+00:00
